EndNodes_1,EndNodes_2,Weight
PVPR,ADFR,2
PVPR,ASHR,2
PVPR,HSNR,2
PVPR,URXR,1
PVPR,AVHL,3
PVPR,RIAR,2
PVPR,RIGR,2
PVPR,AVJL,2
PVPR,PVCL,6
PVPR,AQR,5
PVPR,AVBL,8
PVPR,PVCR,13
PVPR,DVC,3
PVPR,AVAR,5
PVPR,AVG,1
PVPR,AVL,4
PVPR,RIMR,1
PVPR,AVAL,1
PVPR,AVBR,11
PVPR,DD02,1
PVPR,vBWMR10,1
PVPR,vBWMR11,1
RIAR,SMDDR,26
RIAR,ADFR,2
RIAR,CEPVR,1
RIAR,RIAR,3
RIAR,SMBVR,2
RIAR,AUAR,2
RIAR,RIBR,1
RIAR,RIAL,38
RIAR,CEPVL,1
RIAR,IL1R,2
RIAR,RMDL,9
RIAR,SMDVL,43
RIAR,SMBDR,2
RIAR,SMDVR,26
RIAR,SIAVL,7
RIAR,SAADR,1
RIAR,SIADR,4
RIAR,AVAR,2
RIAR,RMDVL,57
RIAR,RMDVR,47
RIAR,RMDDL,48
RIAR,SMDDL,32
RIAR,RMDR,35
RIAR,RIVR,3
RIAR,RIVL,3
RIAR,RMDDR,53
RIAR,vBWML6,2
CEPDL,RIPL,8
CEPDL,AINL,2
CEPDL,AFDL,2
CEPDL,RIH,1
CEPDL,RMGL,6
CEPDL,RICL,11
CEPDL,RIBL,3
CEPDL,URBL,11
CEPDL,CEPDR,1
CEPDL,AVER,13
CEPDL,RMHL,1
CEPDL,SMBDR,5
CEPDL,ALML,2
CEPDL,SIADR,4
CEPDL,OLLL,8
CEPDL,IL2DL,1
CEPDL,IL1DL,18
CEPDL,RMDVL,13
CEPDL,OLQDL,27
CEPDL,RIS,3
CEPDL,RICR,8
CEPDL,RMDDL,2
CEPDL,RMHR,8
CEPDL,URYDL,7
CEPDL,URADL,8
CEPDL,SIBDR,2
CEPDL,dBWML5,2
RIGR,AIZR,5
RIGR,URXR,3
RIGR,RIR,5
RIGR,AFDR,1
RIGR,BAGL,2
RIGR,RIAR,3
RIGR,AIBL,2
RIGR,RIBR,2
RIGR,DVA,4
RIGR,AVER,4
RIGR,RMHL,17
RIGR,ALNR,3
RIGR,AVKL,21
RIGR,AVKR,5
RIGR,DVC,2
RIGR,URYVR,2
RIGR,OLQVR,2
RIGR,PVT,5
RIGR,AVDL,1
URYDR,AWCL,1
URYDR,URXR,1
URYDR,RIBR,1
URYDR,CEPDR,3
URYDR,AVER,2
URYDR,SMDVR,3
URYDR,AVBL,1
URYDR,AVEL,5
URYDR,IL1DR,5
URYDR,RMDVR,12
URYDR,RMDDL,9
URYDR,SMDDL,11
URYDR,OLQDR,1
URYDR,RMED,7
URYDR,dBWMR2,2
URYDR,GLRDR,2
AIBR,AWCR,1
AIBR,AIAR,1
AIBR,SAAVR,1
AIBR,AIYR,1
AIBR,ADLR,1
AIBR,AUAL,1
AIBR,RIGL,1
AIBR,AQR,1
AIBR,RMFL,1
AIBR,RIBL,11
AIBR,RIAL,2
AIBR,DVA,1
AIBR,SMDVL,7
AIBR,SIADL,1
AIBR,SAADR,2
AIBR,AVEL,4
AIBR,AVAR,2
AIBR,RICR,1
AIBR,SMDDL,17
AIBR,SAADL,2
AIBR,RIMR,5
AIBR,VB01,3
AIBR,RIML,47
AIBR,AVBR,13
AIBR,SIBDR,1
AIBR,SIBDL,1
RMGL,URXL,3
RMGL,AIML,3
RMGL,SMDDR,2
RMGL,ADLL,1
RMGL,ASHL,1
RMGL,CEPDL,1
RMGL,AIBR,2
RMGL,AVFR,1
RMGL,ADAL,4
RMGL,RMDL,2
RMGL,RMHL,1
RMGL,SIBVL,4
RMGL,SIADL,2
RMGL,SMBVL,2
RMGL,SIAVL,4
RMGL,SIADR,2
RMGL,PVPL,1
RMGL,RIFL,1
RMGL,AVEL,2
RMGL,RID,2
RMGL,RMDVL,15
RMGL,RMHR,4
RMGL,SMDDL,1
RMGL,SAADL,1
RMGL,RMDR,16
RMGL,AVAL,3
RMGL,AVBR,3
RMGL,SIBVR,4
RMGL,RMDDR,1
RMGL,SIBDR,1
RMGL,dBWML4,7
RMGL,dBWML5,1
RMGL,vBWML5,2
AIBL,SAAVR,1
AIBL,SMDDR,16
AIBL,ASHR,3
AIBL,AIZR,7
AIBL,ASHL,1
AIBL,RIGR,5
AIBL,AIBL,2
AIBL,RIBR,16
AIBL,SMDVR,4
AIBL,SAADR,10
AIBL,SIAVR,2
AIBL,AVBL,21
AIBL,SIADR,2
AIBL,RIFL,1
AIBL,AVEL,1
AIBL,FLPL,1
AIBL,SAADL,6
AIBL,SAAVL,3
AIBL,RMFR,6
AIBL,RIMR,56
AIBL,AVAL,5
AIBL,RIML,1
AIBL,SIBVR,2
ADAR,RIPR,9
ADAR,ASHR,2
ADAR,URXR,2
ADAR,RIFR,1
ADAR,URYDR,2
ADAR,AIBR,3
ADAR,AIBL,1
ADAR,AVJL,13
ADAR,SMDVL,1
ADAR,AVBL,8
ADAR,PVR,6
ADAR,AVDR,3
ADAR,AVEL,1
ADAR,AVAR,8
ADAR,RIMR,15
ADAR,AVDL,2
ADAR,AVBR,15
ADAR,RIVR,5
AVFR,AIML,1
AVFR,AIAL,1
AVFR,PVQL,2
AVFR,HSNL,4
AVFR,ASHR,1
AVFR,AVHR,3
AVFR,HSNR,3
AVFR,AVHL,3
AVFR,PVPR,1
AVFR,RMGL,1
AVFR,AVJL,5
AVFR,AVBL,6
AVFR,PVCR,1
AVFR,AVJR,1
AVFR,PVDL,1
AVFR,AVFL,7
AVFR,AVG,1
AVFR,RMDDL,1
AVFR,AVAL,1
AVFR,AVBR,6
AVFR,VD11,1
AVFR,VA02,1
AVFR,vBWML11,1
AVFR,vBWML12,1
AVFR,vBWMR10,1
AVFR,vBWMR14,2
AVFR,hyp,1
RMGR,ADER,2
RMGR,SAAVR,1
RMGR,AIMR,2
RMGR,ASHR,1
RMGR,URXR,3
RMGR,RIR,1
RMGR,RIGR,2
RMGR,ADAR,2
RMGR,AVJL,4
RMGR,SMBVR,1
RMGR,IL2R,2
RMGR,AVER,6
RMGR,RMDL,20
RMGR,ALNR,4
RMGR,SIADL,1
RMGR,SIAVR,2
RMGR,AVBL,2
RMGR,ALMR,1
RMGR,OLLR,1
RMGR,RMDVR,23
RMGR,RMDDL,1
RMGR,SAADL,3
RMGR,RMDR,7
RMGR,AVDL,2
RMGR,AVAL,1
RMGR,AVBR,3
RMGR,SIBDL,2
RMGR,dBWMR5,3
RMGR,vBWMR8,2
AVJL,AINL,1
AVJL,ASHR,1
AVJL,RIFR,1
AVJL,AVHL,3
AVJL,PVCL,5
AVJL,PVNR,4
AVJL,AVBL,5
AVJL,PVCR,1
AVJL,AVJR,1
AVJL,AVEL,1
AVJL,AVAR,1
AVJL,RIS,1
AVJL,AVDL,1
AVJL,AVBR,6
AVJL,SABD,1
PVCL,ASHR,2
PVCL,ADLR,2
PVCL,AVJL,3
PVCL,PVCL,1
PVCL,SMBVR,3
PVCL,DVA,4
PVCL,AVER,7
PVCL,SIBVL,7
PVCL,AVBL,7
PVCL,PVCR,10
PVCL,AVDR,11
PVCL,AVJR,2
PVCL,AVEL,2
PVCL,PDEL,1
PVCL,RID,12
PVCL,VB06,2
PVCL,AVAR,7
PVCL,AVG,2
PVCL,RIS,2
PVCL,AVDL,7
PVCL,AVAL,5
PVCL,VB04,3
PVCL,AVBR,27
PVCL,VB11,1
PVCL,AS02,1
PVCL,SIBDL,2
PVCL,AS01,1
PVCL,DB02,4
PVCL,DA05,1
PVCL,DB03,2
PVCL,DB04,6
PVCL,DB05,2
PVCL,DA08,2
PVCL,DB07,5
PVCL,VB07,1
PVCL,VB08,1
SDQR,ADLL,1
SDQR,AIBL,8
SDQR,RICL,1
SDQR,DVA,10
SDQR,RMHL,15
SDQR,SIADL,2
SDQR,SDQL,4
SDQR,ALML,1
SDQR,AVBL,23
SDQR,RICR,3
SDQR,RMHR,7
SDQR,AVAL,8
SDQR,AVBR,19
SDQR,vBWMR7,1
ADAL,RIPL,4
ADAL,URXL,2
ADAL,AIAL,2
ADAL,ADLL,2
ADAL,AIBR,2
ADAL,AIBL,2
ADAL,ADAL,6
ADAL,RICL,3
ADAL,SMDVR,3
ADAL,AVBL,5
ADAL,PVPL,1
ADAL,AVDR,2
ADAL,AVJR,11
ADAL,AVEL,3
ADAL,AVAR,7
ADAL,RICR,1
ADAL,URAVL,1
ADAL,AVDL,1
ADAL,AVAL,3
ADAL,RIML,9
ADAL,AVBR,21
IL2VR,RIPR,43
IL2VR,URXR,1
IL2VR,ADLR,1
IL2VR,RIH,5
IL2VR,RIAR,2
IL2VR,SIADR,1
IL2VR,IL1VR,29
IL2VR,URAVR,16
IL2VR,RMEL,8
IL2VR,OLQVR,9
IL2VR,RMER,17
IL2VR,RMEV,15
IL2VR,AVAL,1
IL2VR,RMED,2
IL2VR,CEPshVR,2
URBR,ADER,1
URBR,CEPVR,4
URBR,URXR,16
URBR,ADLR,2
URBR,ADAR,5
URBR,RMGR,8
URBR,RICL,1
URBR,SMBVR,1
URBR,IL2R,3
URBR,CEPDR,1
URBR,IL1R,5
URBR,RMDL,1
URBR,SMBDL,4
URBR,SIADL,3
URBR,SIAVR,3
URBR,OLLR,1
URBR,IL1DR,2
URBR,RICR,1
URBR,RMDR,1
URBR,OLQDR,2
URBR,AVDL,1
URBR,AVBR,1
URBR,SIBVR,2
URBR,SIBDR,2
RICL,SMDDR,8
RICL,ADLR,2
RICL,CEPDL,1
RICL,ADAR,7
RICL,ADAL,1
RICL,URBR,2
RICL,CEPVL,2
RICL,SMBDR,1
RICL,SMBDL,5
RICL,SMDVR,1
RICL,AVAR,18
RICL,OLQVL,1
RICL,RICR,2
RICL,SMDDL,11
RICL,SAAVL,2
RICL,RMFR,2
RICL,RIMR,8
RICL,AVAL,15
RICL,RIML,1
RICL,RIVR,4
SMBVR,CEPVR,8
SMBVR,AVHL,2
SMBVR,ADLR,2
SMBVR,RIAR,1
SMBVR,RMGR,3
SMBVR,RMDL,2
SMBVR,SMBDR,2
SMBVR,SAADR,12
SMBVR,PLNR,5
SMBVR,SIAVR,1
SMBVR,PVR,2
SMBVR,RMDR,3
SMBVR,RMEV,8
SMBVR,dBWMR4,1
SMBVR,vBWMR1,7
SMBVR,vBWMR2,3
SMBVR,vBWMR3,10
SMBVR,vBWMR4,12
SMBVR,vBWMR5,2
SMBVR,vBWMR6,12
SMBVR,vBWMR7,12
SMBVR,vBWMR8,5
SMBVR,vBWMR9,2
SMBVR,vBWMR10,2
SMBVR,vBWMR11,2
SMBVR,vBWMR12,2
SMBVR,vBWMR13,2
SMBVR,vBWMR14,2
SMBVR,vBWMR15,2
SMBVR,vBWMR16,1
BAGR,AIYL,3
BAGR,RIGL,10
BAGR,BAGL,3
BAGR,AQR,3
BAGR,RIBR,1
BAGR,RIBL,22
BAGR,RIAL,18
BAGR,SMDVL,1
BAGR,AVEL,8
BAGR,OLQVL,2
BAGR,AVAL,4
AQR,URXL,5
AQR,RIR,1
AQR,RIGL,1
AQR,BAGL,8
AQR,PVPR,1
AQR,RIAR,4
AQR,AVJL,3
AQR,PVCL,1
AQR,BAGR,5
AQR,RIAL,8
AQR,DVA,6
AQR,AVBL,7
AQR,PVPL,3
AQR,PVCR,4
AQR,AVDR,2
AQR,AVAR,6
AQR,AVDL,3
AQR,AVAL,4
AQR,AVBR,12
AUAR,AINL,1
AUAR,AIYR,1
AUAR,AIZR,2
AUAR,AINR,1
AUAR,URXR,5
AUAR,BAGL,1
AUAR,RIAR,22
AUAR,RIBR,31
AUAR,AVER,13
AUAR,AVAR,3
RIBR,AINL,1
RIBR,AIZR,2
RIBR,BAGL,8
RIBR,RIH,2
RIBR,RIAR,8
RIBR,RIGR,5
RIBR,AIBL,3
RIBR,AUAR,2
RIBR,AVER,4
RIBR,SMDVL,2
RIBR,SMDVR,2
RIBR,AVBL,2
RIBR,AVEL,6
RIBR,OLLR,1
RIBR,AVAR,6
RIBR,RIS,1
RIBR,RMDVR,1
RIBR,URYVR,2
RIBR,SMDDL,2
RIBR,RMED,1
RMFL,SAAVR,1
RMFL,BAGL,1
RMFL,RIBR,1
RMFL,RMHL,2
RMFL,SMDVL,1
RMFL,AVKL,9
RMFL,AVKR,14
RMFL,DVC,1
RMFL,RIS,1
RMFL,RMDR,13
RMFL,PVT,3
RMFL,RIMR,2
IL2VL,RIPL,36
IL2VL,RIH,5
IL2VL,BAGR,1
IL2VL,RIAL,4
IL2VL,IL2L,1
IL2VL,DVC,1
IL2VL,OLQVL,6
IL2VL,URAVL,7
IL2VL,IL1VL,27
IL2VL,RMEL,7
IL2VL,RMER,6
IL2VL,RMEV,2
RIBL,AUAL,9
RIBL,RIGL,1
RIBL,AIBR,8
RIBL,BAGR,3
RIBL,RIAL,6
RIBL,CEPVL,5
RIBL,AVER,14
RIBL,SMDVR,6
RIBL,AVDR,4
RIBL,AVEL,9
RIBL,DVC,1
RIBL,RIS,5
RIBL,URYDL,3
RIBL,RMDR,1
RIBL,AVAL,5
RIBL,RIML,1
RIBL,AVBR,1
RIAL,URXL,2
RIAL,SMDDR,33
RIAL,RIR,3
RIAL,AIZL,1
RIAL,RIAR,23
RIAL,CEPDL,1
RIAL,BAGR,2
RIAL,AQR,4
RIAL,RIBL,2
RIAL,RMDL,26
RIAL,SMDVL,14
RIAL,SMBDR,7
RIAL,SIADL,3
RIAL,SMDVR,32
RIAL,SIAVR,2
RIAL,RMDVL,48
RIAL,RMDVR,48
RIAL,RMDDL,48
RIAL,SMDDL,22
RIAL,SAADL,1
RIAL,RMDR,17
RIAL,RIMR,2
RIAL,AVAL,2
RIAL,RIML,2
RIAL,RIVR,12
RIAL,RIVL,8
RIAL,RMDDR,35
DVA,URXL,1
DVA,SAAVR,1
DVA,AIZR,3
DVA,RIR,4
DVA,AIZL,5
DVA,AUAL,4
DVA,PVPR,3
DVA,RIAR,4
DVA,PVCL,4
DVA,SMBVR,6
DVA,AQR,6
DVA,AUAR,8
DVA,RIAL,3
DVA,AVER,17
DVA,SMDVL,1
DVA,SMBDR,6
DVA,SMBDL,6
DVA,SMBVL,5
DVA,SAADR,5
DVA,AVBL,1
DVA,PVR,2
DVA,PVCR,1
DVA,AVDR,2
DVA,AVEL,19
DVA,PDEL,2
DVA,AVAR,2
DVA,VA12,1
DVA,URYDL,3
DVA,SAAVL,3
DVA,RIMR,5
DVA,VB01,1
DVA,AVAL,6
DVA,AVBR,1
DVA,SABD,2
DVA,VB11,2
DVA,VA02,2
DVA,VA06,1
DVA,DA02,1
DVA,DB02,2
DVA,DB03,3
DVA,DB04,1
DVA,DB07,1
DVA,VA08,1
DVA,VB07,1
DVA,vBWML22,2
DVA,hyp,1
IL2L,URXL,3
IL2L,RIH,25
IL2L,RICL,1
IL2L,ADEL,6
IL2L,AVEL,2
IL2L,IL1L,6
IL2L,OLQVL,19
IL2L,OLQDL,20
IL2L,URAVL,2
IL2L,RMDR,3
IL2L,RMER,10
IL2L,RMEV,5
CEPVL,RIPL,4
CEPVL,URXL,2
CEPVL,RMGL,2
CEPVL,RICL,20
CEPVL,RIBL,3
CEPVL,RIAL,1
CEPVL,URYVL,5
CEPVL,AVER,5
CEPVL,RMHL,10
CEPVL,SMDVR,1
CEPVL,SMBVL,1
CEPVL,SIAVL,6
CEPVL,PVR,3
CEPVL,OLLL,4
CEPVL,OLQVL,19
CEPVL,RICR,17
CEPVL,RMDVR,8
CEPVL,URAVL,6
CEPVL,RMDDL,7
CEPVL,RMHR,5
CEPVL,IL1VL,9
CEPVL,vBWML5,1
CEPVL,vBWML7,2
CEPVL,CEPshVL,1
CEPVL,exc_gl,2
URYVL,URXL,2
URYVL,RIH,2
URYVL,ADAL,1
URYVL,RIBL,9
URYVL,RIAL,2
URYVL,CEPVL,3
URYVL,AVER,23
URYVL,SIBVL,1
URYVL,SMDVR,13
URYVL,AVDR,2
URYVL,AVJR,1
URYVL,RID,4
URYVL,OLLL,9
URYVL,OLQVL,9
URYVL,RIS,1
URYVL,RMDVR,17
URYVL,RMDDL,23
URYVL,IL1VL,1
URYVL,AVBR,1
URYVL,SIBVR,4
URYVL,CEPshVL,1
URBL,URXL,26
URBL,CEPDL,2
URBL,ADAL,3
URBL,RICL,1
URBL,URBL,1
URBL,SMBDR,3
URBL,SIAVL,2
URBL,AVBL,1
URBL,SIADR,2
URBL,PVR,1
URBL,OLLL,1
URBL,IL1L,10
URBL,RICR,1
URBL,RMHR,5
URBL,URYDL,1
URBL,RMDDR,2
PVNR,URXL,2
PVNR,HSNR,1
PVNR,CEPDL,2
PVNR,AVJL,1
PVNR,URBL,2
PVNR,PVNR,1
PVNR,ALML,2
PVNR,PVR,1
PVNR,PVCR,2
PVNR,PQR,4
PVNR,AVDR,2
PVNR,BDUL,1
PVNR,AVJR,1
PVNR,AVEL,5
PVNR,PVDR,5
PVNR,PVT,3
PVNR,AVL,3
PVNR,VC02,1
PVNR,AVDL,1
PVNR,AVAL,5
PVNR,PVWR,2
PVNR,VA11,1
PVNR,VD06,1
PVNR,AVBR,1
PVNR,PVWL,9
PVNR,VD13,1
PVNR,DD02,1
PVNR,DB03,1
PVNR,VD03,3
PVNR,VA05,1
PVNR,VD07,1
PVNR,VD12,1
PVNR,VD04,6
PVNR,vBWML21,3
PVNR,vBWMR20,1
PVNR,vBWMR21,1
PVNR,hyp,9
IL2R,ADER,5
IL2R,URXR,1
IL2R,RIH,19
IL2R,RMGR,1
IL2R,URBR,3
IL2R,IL1R,2
IL2R,AVER,2
IL2R,RMDL,3
IL2R,OLLR,5
IL2R,URAVR,1
IL2R,URADR,2
IL2R,RMEL,5
IL2R,OLQDR,10
IL2R,OLQVR,26
IL2R,RMEV,2
CEPDR,URXR,2
CEPDR,RIFR,2
CEPDR,RIH,4
CEPDR,URYDR,3
CEPDR,RMGR,1
CEPDR,URBR,14
CEPDR,RICL,13
CEPDR,RIBR,3
CEPDR,CEPDR,6
CEPDR,IL1R,1
CEPDR,RMHL,7
CEPDR,SMBDL,1
CEPDR,BDUR,5
CEPDR,AVEL,9
CEPDR,OLLR,13
CEPDR,IL1DR,15
CEPDR,RICR,19
CEPDR,RMDVR,3
CEPDR,RMHR,1
CEPDR,URADR,3
CEPDR,RMDR,1
CEPDR,OLQDR,20
CEPDR,SIBVR,1
CEPDR,dBWMR3,5
CEPDR,dBWMR5,2
IL1R,URXR,1
IL1R,AVER,5
IL1R,RMDL,11
IL1R,RMHL,3
IL1R,AVEL,2
IL1R,OLLR,1
IL1R,RMDVL,8
IL1R,RMDVR,17
IL1R,RMDDL,8
IL1R,RMEL,5
IL1R,RMDR,4
IL1R,RMDDR,12
IL1R,dBWMR3,16
IL1R,dBWMR4,3
IL1R,dBWMR5,13
IL1R,vBWMR4,19
AVER,AIZR,1
AVER,URXR,1
AVER,CEPDL,1
AVER,RMGR,1
AVER,AVDR,4
AVER,AVEL,3
AVER,DA01,11
AVER,OLLL,1
AVER,AVAR,33
AVER,RIMR,1
AVER,AVDL,4
AVER,AVAL,14
AVER,SABVL,12
AVER,SABD,1
AVER,VA04,2
AVER,AS02,4
AVER,VA02,4
AVER,SABVR,11
AVER,AS01,6
AVER,DA02,7
AVER,VA01,5
AVER,DA03,3
AVER,AS03,1
AVER,DB03,1
AVER,VA03,1
RMDL,ADER,3
RMDL,SMDDR,1
RMDL,URXR,1
RMDL,RIAR,22
RMDL,SMBVR,2
RMDL,RIBR,1
RMDL,RIAL,20
RMDL,IL1R,1
RMDL,RMHL,3
RMDL,AVKR,1
RMDL,IL1L,1
RMDL,OLLR,3
RMDL,RMDVL,2
RMDL,RIS,1
RMDL,RMDVR,3
RMDL,RMDR,8
RMDL,RMFR,1
RMDL,RIML,3
RMDL,RIVL,1
RMDL,SIBVR,3
RMDL,RMDDR,7
RMDL,dBWML3,1
RMDL,dBWML5,2
RMDL,dBWMR3,4
RMDL,dBWMR4,6
RMDL,vBWML1,4
RMDL,vBWMR4,8
RMDL,vBWMR8,1
RMHL,URXR,1
RMHL,RICL,1
RMHL,IL1R,2
RMHL,RID,1
RMHL,AVAR,1
RMHL,RICR,1
RMHL,RMDDL,2
RMHL,SAAVL,1
RMHL,RMDR,1
RMHL,dBWMR3,7
RMHL,dBWMR4,2
RMHL,dBWMR5,2
ALNL,RMGL,1
ALNL,RIAL,1
ALNL,RMHL,1
ALNL,SMDVL,1
ALNL,SMBDR,7
ALNL,SIADR,1
ALNL,SAAVL,8
ALNL,RMDDR,1
SMDVL,SMDDR,22
SMDVL,CEPVR,1
SMDVL,RIAR,31
SMDVL,RIBR,1
SMDVL,RIAL,19
SMDVL,IL2L,1
SMDVL,ALNL,2
SMDVL,ALNR,6
SMDVL,SIBVL,30
SMDVL,PLNL,6
SMDVL,SMDVR,2
SMDVL,SIAVR,30
SMDVL,SIADR,1
SMDVL,PVR,1
SMDVL,RIVL,6
SMDVL,RMDDR,3
SMDVL,dBWML1,3
SMDVL,dBWML2,3
SMDVL,vBWMR2,7
SMDVL,vBWMR3,8
SMDVL,vBWMR5,15
SMDVL,vBWMR6,16
SMDVL,vBWMR7,15
SMDVL,vBWMR8,20
SMDVL,vBWMR9,15
SMDVL,vBWMR10,15
SMDVL,vBWMR11,15
SMDVL,vBWMR12,15
SMDVL,vBWMR13,15
SMDVL,vBWMR14,15
SMDVL,vBWMR15,15
SMDVL,vBWMR16,7
SMBDR,SMDDR,4
SMBDR,ALNL,5
SMBDR,SMBDL,3
SMBDR,SIAVR,1
SMBDR,SDQL,18
SMBDR,SIADR,20
SMBDR,SAAVL,8
SMBDR,AVAL,1
SMBDR,RMED,25
SMBDR,RIVL,1
SMBDR,dBWML1,5
SMBDR,dBWML2,11
SMBDR,dBWML4,3
SMBDR,dBWML5,20
SMBDR,dBWML6,7
SMBDR,dBWML7,9
SMBDR,dBWMR1,3
SMBDR,dBWMR2,3
SMBDR,dBWMR7,9
SMBDR,dBWML8,12
SMBDR,dBWML9,9
SMBDR,dBWML10,9
SMBDR,dBWML11,9
SMBDR,dBWML12,9
SMBDR,dBWML13,9
SMBDR,dBWML14,9
SMBDR,dBWML15,9
SMBDR,dBWML16,3
ALNR,ADER,1
ALNR,SAAVR,6
ALNR,SMDDR,1
ALNR,SMDVL,2
ALNR,SMBDL,4
ALNR,AVAL,6
ALNR,RIML,5
SMBDL,SAAVR,9
SMBDL,AIZL,1
SMBDL,RIH,2
SMBDL,SDQR,18
SMBDL,ALNR,1
SMBDL,SIADL,19
SMBDL,SMBVL,2
SMBDL,SIAVL,3
SMBDL,SMDDL,7
SMBDL,RMED,4
SMBDL,dBWMR1,4
SMBDL,dBWMR2,11
SMBDL,dBWMR3,6
SMBDL,dBWMR4,9
SMBDL,dBWMR5,9
SMBDL,dBWMR6,10
SMBDL,dBWMR7,9
SMBDL,dBWMR8,12
SMBDL,dBWMR9,9
SMBDL,dBWMR10,9
SMBDL,dBWMR11,9
SMBDL,dBWMR12,9
SMBDL,dBWMR13,9
SMBDL,dBWMR14,9
SMBDL,dBWMR15,9
SMBDL,dBWMR16,3
SIBVL,SMBDR,1
SIBVL,ALNR,1
SIBVL,SIAVR,5
SIBVL,PVPL,1
SIBVL,vBWML2,1
SIBVL,vBWMR5,10
SIBVL,vBWMR6,3
SIBVL,vBWMR7,10
SIBVL,vBWMR8,13
SIBVL,vBWMR9,10
SIBVL,vBWMR10,10
SIBVL,vBWMR11,10
SIBVL,vBWMR12,10
SIBVL,vBWMR13,10
SIBVL,vBWMR14,10
SIBVL,vBWMR15,10
SIBVL,vBWMR16,4
SIADL,AVFR,1
SIADL,SDQR,4
SIADL,RMDL,4
SIADL,ALNR,4
SIADL,SMBDL,18
SIADL,SMDDL,17
SIADL,SIBDL,4
SIADL,dBWMR5,8
SIADL,dBWMR6,3
SIADL,dBWMR7,8
SIADL,dBWMR8,12
SIADL,dBWMR9,8
SIADL,dBWMR10,8
SIADL,dBWMR11,8
SIADL,dBWMR12,8
SIADL,dBWMR13,8
SIADL,dBWMR14,8
SIADL,dBWMR15,8
SIADL,dBWMR16,3
PLNL,SMBVL,10
PLNL,SIAVL,10
PLNL,SAADL,5
SMDVR,RIAR,16
SMDVR,AIBR,1
SMDVR,RIAL,24
SMDVR,CEPVL,1
SMDVR,AVER,1
SMDVR,SMDVL,1
SMDVR,PLNL,6
SMDVR,SIAVL,30
SMDVR,AVAR,1
SMDVR,RMDDL,3
SMDVR,SMDDL,14
SMDVR,VB01,1
SMDVR,RIML,1
SMDVR,RMED,9
SMDVR,RIVR,1
SMDVR,SIBVR,30
SMDVR,vBWML2,9
SMDVR,vBWML3,9
SMDVR,vBWML4,5
SMDVR,vBWML5,19
SMDVR,vBWML6,14
SMDVR,vBWML7,15
SMDVR,vBWML8,19
SMDVR,vBWML9,15
SMDVR,vBWML10,15
SMDVR,vBWML11,15
SMDVR,vBWML12,15
SMDVR,vBWML13,15
SMDVR,vBWML14,15
SMDVR,vBWML15,15
SMDVR,vBWML16,7
SMBVL,AIML,1
SMBVL,AVHR,1
SMBVL,SMBDL,2
SMBVL,PLNL,5
SMBVL,SIAVL,1
SMBVL,PVPL,1
SMBVL,AVJR,1
SMBVL,AVFL,1
SMBVL,RMDVR,1
SMBVL,SAADL,16
SMBVL,RMEV,20
SMBVL,AVBR,1
SMBVL,vBWML1,3
SMBVL,vBWML2,8
SMBVL,vBWML3,5
SMBVL,vBWML4,6
SMBVL,vBWML5,5
SMBVL,vBWML6,17
SMBVL,vBWML7,9
SMBVL,vBWML8,2
SMBVL,vBWML9,2
SMBVL,vBWML10,2
SMBVL,vBWML11,2
SMBVL,vBWML12,2
SMBVL,vBWML13,2
SMBVL,vBWML14,2
SMBVL,vBWML15,2
SMBVL,vBWML16,1
SMBVL,exc_gl,3
SMBVL,hyp,2
SIAVL,IL2L,1
SIAVL,PLNL,10
SIAVL,SMDVR,10
SIAVL,SMBVL,2
SIAVL,ADEL,1
SIAVL,SIBVR,2
SIAVL,vBWML5,4
SIAVL,vBWML6,1
SIAVL,vBWML7,4
SIAVL,vBWML8,5
SIAVL,vBWML9,4
SIAVL,vBWML10,4
SIAVL,vBWML11,4
SIAVL,vBWML12,4
SIAVL,vBWML13,4
SIAVL,vBWML14,4
SIAVL,vBWML15,4
SIAVL,vBWML16,1
SAADR,AIBR,1
SAADR,RMGL,1
SAADR,AIBL,1
SAADR,SMBVR,1
SAADR,RMFL,5
SAADR,SMDVL,5
SAADR,SMBDR,2
SAADR,PLNR,1
SAADR,OLLL,3
SAADR,AVAR,26
SAADR,RMFR,1
SAADR,RIMR,23
SAADR,AVAL,1
SAADR,RIML,14
SAADR,SABD,2
SAADR,dBWML3,7
SAADR,dBWML4,3
SAADR,dBWML6,2
SAADR,hyp,2
PLNR,SMBVR,10
PLNR,SMDVL,2
PLNR,SAADR,8
PLNR,SIAVR,10
PLNR,RMDVL,1
PLNR,SAAVL,1
SIAVR,RMDL,1
SIAVR,SIBVL,2
SIAVR,PLNR,10
SIAVR,vBWMR5,4
SIAVR,vBWMR6,1
SIAVR,vBWMR7,4
SIAVR,vBWMR8,5
SIAVR,vBWMR9,4
SIAVR,vBWMR10,4
SIAVR,vBWMR11,4
SIAVR,vBWMR12,4
SIAVR,vBWMR13,4
SIAVR,vBWMR14,4
SIAVR,vBWMR15,4
SIAVR,vBWMR16,1
SDQL,RIPR,1
SDQL,AIBR,2
SDQL,PVCL,1
SDQL,RMFL,3
SDQL,DVA,1
SDQL,SMBDR,11
SDQL,SIBVL,1
SDQL,SAADR,2
SDQL,ALML,1
SDQL,AVBL,1
SDQL,SIADR,2
SDQL,PVR,1
SDQL,AVEL,1
SDQL,FLPL,2
SDQL,AVAR,8
SDQL,RIS,8
SDQL,RICR,3
SDQL,AVDL,3
SDQL,AVAL,6
