,AIBL,AIBR,ALA,ALNL,ASKL,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,DA1,DA9,DB1,DB2,DVA,DVB,DVC,PHAL,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEV,SIADL,SIADR,SIAVL,SIAVR,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB1,VB2,VD13,train_test_label,time_in_seconds,tau
909,-0.19965385,0.020315465,-0.20709725,-0.19358149,-0.065036185,-0.031610485,0.073229715,-0.45451018,-0.0132037625,-0.05930045,-0.29648244,-0.123409376,-0.22670172,0.023618225,-0.37327746,-0.33094078,-0.29953042,-0.23595272,-0.4116396,-0.08703817,-0.299918,-0.15325823,-0.33706152,-0.16547722,-0.09412064,-0.17644808,-0.40692112,-0.41604427,-0.506817,-0.44898236,-0.20604548,-0.2701458,-0.3433504,-0.5095848,-0.2949141,-0.5342617,-0.0990806,-0.1803274,-0.2712765,-0.20375377,-0.200414,0.031090729,-0.17111212,-0.26189575,-0.09896107,-0.21212071,train,180.13211,1
910,-0.19998294,0.025125008,-0.20865978,-0.18946093,-0.06282592,-0.030156855,0.07385622,-0.45665753,-0.009825988,-0.054225594,-0.29189637,-0.121910915,-0.23096621,0.022661125,-0.3696813,-0.33105406,-0.29437014,-0.23500948,-0.40570447,-0.08593001,-0.3011959,-0.15246277,-0.3425626,-0.15961252,-0.09431383,-0.17835692,-0.4098084,-0.41988522,-0.50525767,-0.44922608,-0.20746206,-0.27505183,-0.34348705,-0.5123024,-0.29557112,-0.5311285,-0.09777436,-0.17933795,-0.2714212,-0.19901136,-0.194267,0.029572658,-0.16829506,-0.26543427,-0.09598801,-0.20935722,train,180.33028,1
911,-0.19641322,0.027065042,-0.20794983,-0.1894849,-0.059786245,-0.028946053,0.06664206,-0.45244345,-0.007450629,-0.053558,-0.2919761,-0.12321819,-0.23391254,0.019561943,-0.36168075,-0.3354494,-0.28926042,-0.23645155,-0.40573168,-0.087008305,-0.30540937,-0.15252791,-0.34144157,-0.15638371,-0.09247011,-0.17994697,-0.40454695,-0.4175634,-0.505449,-0.4503141,-0.20904496,-0.27698544,-0.3406111,-0.5050513,-0.2914591,-0.5265408,-0.094707705,-0.17501387,-0.2671587,-0.19571672,-0.19050679,0.0347865,-0.16211501,-0.26336688,-0.09548265,-0.20498241,train,180.52844,1
912,-0.18961148,0.027762752,-0.20787029,-0.18502513,-0.06157086,-0.02623688,0.06737922,-0.45047337,-0.010171648,-0.048096955,-0.28476417,-0.12146403,-0.23193397,0.018951226,-0.3599004,-0.33211434,-0.28605065,-0.23516674,-0.4081637,-0.08631238,-0.31412494,-0.14598566,-0.34404227,-0.15841861,-0.0992337,-0.17741351,-0.40786275,-0.4216069,-0.50182194,-0.4512745,-0.21154308,-0.27986032,-0.3402987,-0.5040964,-0.29398736,-0.52903605,-0.09474068,-0.16779256,-0.27219453,-0.19645213,-0.18889979,0.02858483,-0.16480687,-0.26903638,-0.09484595,-0.20873153,train,180.72661,1
913,-0.1896589,0.03335699,-0.21655196,-0.18394074,-0.06182222,-0.030047353,0.073057815,-0.46084416,-0.010693888,-0.045194175,-0.27851915,-0.11373212,-0.2329407,0.020083025,-0.36152875,-0.32991105,-0.28402242,-0.24083415,-0.41106966,-0.08294611,-0.3146903,-0.14657448,-0.34239998,-0.15080716,-0.09342025,-0.18470179,-0.40816352,-0.4178371,-0.50032943,-0.45192206,-0.21095386,-0.28334236,-0.3486904,-0.5015597,-0.29099178,-0.5254546,-0.08899143,-0.17328241,-0.26693553,-0.19596566,-0.18198001,0.034083523,-0.15722117,-0.26668364,-0.089875564,-0.2055133,train,180.92477,1
914,-0.18152758,0.027383115,-0.21057864,-0.18060294,-0.06353318,-0.020972986,0.06758182,-0.4558206,-0.0033686347,-0.042677872,-0.2760958,-0.117507406,-0.22502269,0.030844107,-0.35612267,-0.31746447,-0.2820877,-0.2385039,-0.41019925,-0.07788009,-0.31767637,-0.14472458,-0.33849582,-0.15721497,-0.096271634,-0.18296291,-0.39999285,-0.41735348,-0.49200088,-0.45183975,-0.20892763,-0.2799452,-0.34333554,-0.49602225,-0.2877313,-0.5261481,-0.08983983,-0.16795403,-0.2608466,-0.1943354,-0.18129918,0.02553714,-0.15933093,-0.26602924,-0.08990289,-0.2072809,train,181.12294,1
915,-0.18314043,0.0300841,-0.21048927,-0.18225145,-0.0647217,-0.020673718,0.07275869,-0.4481055,-0.00916609,-0.047978524,-0.28208226,-0.121547855,-0.22564839,0.030308822,-0.35868227,-0.32203603,-0.28247815,-0.24053544,-0.40621987,-0.08526541,-0.3214751,-0.14529808,-0.3386284,-0.1589853,-0.09914675,-0.17924842,-0.40149048,-0.42218533,-0.49207592,-0.45296958,-0.2123119,-0.2792487,-0.34751752,-0.49092236,-0.29022723,-0.5323439,-0.09615204,-0.16590732,-0.26746428,-0.18941832,-0.18490109,0.019678392,-0.16440414,-0.27015316,-0.090694316,-0.21158946,train,181.3211,1
916,-0.17457919,0.022733327,-0.21545558,-0.16275154,-0.057782486,-0.023399588,0.076614246,-0.44514823,-0.011491966,-0.0310353,-0.27625465,-0.12710586,-0.23312357,0.028582755,-0.34720105,-0.31473428,-0.29134196,-0.24075982,-0.4041703,-0.08414687,-0.32737792,-0.1296798,-0.3285443,-0.15559097,-0.10232738,-0.17743036,-0.40214092,-0.42499003,-0.48853683,-0.4524778,-0.20703933,-0.27950713,-0.3414827,-0.49968275,-0.29157978,-0.53114074,-0.100274265,-0.15233704,-0.2611513,-0.18624458,-0.18306038,0.016709171,-0.16309176,-0.27708644,-0.080392435,-0.21543288,train,181.51927,1
917,-0.17707779,0.028356802,-0.21241704,-0.17063771,-0.055193134,-0.023647059,0.07816328,-0.44294298,-0.010091599,-0.02962704,-0.27452993,-0.120055385,-0.2321878,0.02851313,-0.3464102,-0.32275355,-0.2841135,-0.23793258,-0.40240633,-0.084382474,-0.32403812,-0.13771564,-0.3309399,-0.15594532,-0.10176404,-0.17546089,-0.39656287,-0.42050618,-0.48550892,-0.45280242,-0.21060166,-0.2802317,-0.33994237,-0.49731246,-0.28474626,-0.5309856,-0.0989411,-0.15464732,-0.2636041,-0.19003277,-0.1802304,0.019880407,-0.15933207,-0.2769312,-0.084877774,-0.20822547,train,181.71744,1
918,-0.17160168,0.026780527,-0.21976991,-0.15233603,-0.050089635,-0.027475547,0.0821874,-0.4468996,-0.016188644,-0.017336896,-0.2723775,-0.12238029,-0.2447539,0.02552523,-0.33874637,-0.3172399,-0.28998742,-0.24781537,-0.40954784,-0.09240383,-0.3289218,-0.123617046,-0.3208543,-0.15506923,-0.105930075,-0.17813998,-0.40537626,-0.42438188,-0.4810241,-0.45361876,-0.20891277,-0.27775317,-0.3437009,-0.495135,-0.28218725,-0.5272876,-0.097098604,-0.1434876,-0.2626993,-0.1886752,-0.18219998,0.021901853,-0.16358781,-0.27997133,-0.075160936,-0.21462831,train,181.9156,1
919,-0.17143919,0.032486666,-0.2187899,-0.15378383,-0.046192277,-0.023596521,0.09280461,-0.44597352,-0.013026757,-0.012118342,-0.27558714,-0.12348581,-0.24913056,0.027035959,-0.33934733,-0.31776595,-0.28640363,-0.25169173,-0.41061398,-0.09643319,-0.3303088,-0.121389285,-0.32064006,-0.15710613,-0.1095518,-0.17589523,-0.40760428,-0.42588967,-0.47574788,-0.45618322,-0.20806113,-0.27610233,-0.3484419,-0.496097,-0.27545246,-0.5221728,-0.0969841,-0.14502463,-0.2659552,-0.18915017,-0.18127888,0.020892076,-0.16884345,-0.27991045,-0.07293998,-0.21268341,train,182.11375,1
920,-0.17862912,0.04027075,-0.21705672,-0.16304865,-0.046296768,-0.020343427,0.092503026,-0.44669583,-0.008796886,-0.0191554,-0.27529052,-0.11407401,-0.24130246,0.025927793,-0.3460994,-0.32991737,-0.28234577,-0.24630275,-0.40895376,-0.09102745,-0.31698358,-0.13687758,-0.33004788,-0.15003891,-0.10291639,-0.18232968,-0.402936,-0.42349565,-0.47900462,-0.4519972,-0.2057217,-0.28019738,-0.3493909,-0.4953333,-0.27549583,-0.5202477,-0.093566835,-0.15677378,-0.2694333,-0.19027364,-0.1812231,0.024250783,-0.16529822,-0.27762535,-0.07738039,-0.19932243,train,182.31192,1
921,-0.18273078,0.03937185,-0.2121843,-0.16630411,-0.04266029,-0.018619034,0.0892708,-0.4408745,-0.0075423485,-0.022956861,-0.28087327,-0.110411316,-0.24371432,0.019807564,-0.34347972,-0.33284664,-0.27665898,-0.24543875,-0.39840734,-0.09419833,-0.3145251,-0.13827343,-0.33366483,-0.14244825,-0.096615255,-0.18005791,-0.40077913,-0.4288278,-0.48256195,-0.4502761,-0.2056469,-0.27944487,-0.3424596,-0.49508557,-0.27678713,-0.5165669,-0.09041396,-0.16111004,-0.2713839,-0.18610284,-0.17503794,0.028240241,-0.16149473,-0.27448216,-0.07665003,-0.19558787,train,182.51009,1
922,-0.18429494,0.036562588,-0.21520962,-0.17140982,-0.050503664,-0.015718486,0.09128386,-0.44145486,-0.0042912345,-0.028449774,-0.278798,-0.11037422,-0.24205562,0.020071946,-0.34878293,-0.33042312,-0.27290195,-0.24396154,-0.3989968,-0.09072611,-0.32018113,-0.13295864,-0.33632967,-0.13931592,-0.09715231,-0.1768455,-0.40350342,-0.42191166,-0.48220372,-0.4493049,-0.20569617,-0.2811992,-0.33928245,-0.49712217,-0.2828304,-0.5178039,-0.08830762,-0.16307072,-0.26861188,-0.18576276,-0.16903886,0.02172289,-0.16205686,-0.27004197,-0.07506784,-0.20124671,train,182.70825,1
923,-0.1855425,0.03399234,-0.21895884,-0.16706312,-0.05030635,-0.017005917,0.09326644,-0.43809572,-0.0064432556,-0.02833203,-0.2741471,-0.10838865,-0.24123415,0.017053962,-0.34827495,-0.32884267,-0.2705106,-0.24379882,-0.3966885,-0.09703108,-0.32055968,-0.12885956,-0.33412522,-0.13763061,-0.09838495,-0.17399153,-0.40519413,-0.42146116,-0.4812516,-0.44993183,-0.20373547,-0.28193742,-0.3350927,-0.5007752,-0.28154767,-0.51946723,-0.08881487,-0.16134629,-0.2657562,-0.18416813,-0.16874394,0.020983614,-0.16172798,-0.26848182,-0.07242536,-0.20304486,train,182.90642,1
924,-0.18993375,0.036072295,-0.21883002,-0.16796634,-0.052383296,-0.020337466,0.0963676,-0.4430497,-0.0017039943,-0.023222225,-0.2758214,-0.106979884,-0.24519667,0.01792083,-0.34911862,-0.32745993,-0.2694525,-0.24364203,-0.3965625,-0.09856246,-0.32406116,-0.12420354,-0.329165,-0.13728282,-0.0999019,-0.17099145,-0.40639576,-0.41719112,-0.47893947,-0.45115602,-0.20532948,-0.28140888,-0.33663025,-0.5043937,-0.27739707,-0.52005404,-0.08865884,-0.15954337,-0.26179492,-0.1851278,-0.16831237,0.018465914,-0.1633837,-0.27032328,-0.071992755,-0.20793074,train,183.10458,1
925,-0.18879174,0.037827853,-0.2159147,-0.16252811,-0.051286906,-0.015154634,0.09935808,-0.4446777,0.00026068836,-0.018999964,-0.27673292,-0.11079507,-0.24369779,0.023304872,-0.34857005,-0.32618892,-0.26607215,-0.24287459,-0.39708847,-0.102847636,-0.32526523,-0.121107,-0.33138382,-0.13176045,-0.09509948,-0.17409776,-0.40666378,-0.4189628,-0.47425413,-0.45664933,-0.20325609,-0.28270414,-0.3327043,-0.50758785,-0.27323073,-0.5128223,-0.08997975,-0.16124836,-0.2583839,-0.18282813,-0.16237189,0.014608987,-0.16268718,-0.27850202,-0.069576144,-0.20247623,train,183.30275,1
926,-0.18779123,0.03788385,-0.21660295,-0.15736862,-0.057056263,-0.016406361,0.09745763,-0.4456382,-0.009203805,-0.02402695,-0.27608716,-0.11062705,-0.23413725,0.029590145,-0.34856984,-0.3262769,-0.2597317,-0.24159518,-0.39567834,-0.11265187,-0.3250715,-0.1230716,-0.3266596,-0.12712766,-0.0858859,-0.18306598,-0.39749727,-0.41734686,-0.47617286,-0.44746193,-0.21353672,-0.2760244,-0.32409412,-0.49704853,-0.27691182,-0.5131736,-0.09603592,-0.16159478,-0.25699595,-0.18943033,-0.16043288,0.007810198,-0.15647593,-0.28706667,-0.06386395,-0.20805477,train,183.50092,1
927,-0.18971062,0.04191472,-0.20847157,-0.15474594,-0.056142822,-0.013814535,0.09406209,-0.44442698,-0.0023992835,-0.026387002,-0.27989486,-0.110769354,-0.23431978,0.03149308,-0.34843072,-0.32161218,-0.2592527,-0.24602678,-0.40070507,-0.11224848,-0.32312334,-0.123065025,-0.33161336,-0.12964708,-0.09236096,-0.18045788,-0.4037668,-0.4155004,-0.47079062,-0.446179,-0.21417029,-0.2736181,-0.32797885,-0.4941316,-0.2751708,-0.5062184,-0.094066665,-0.15970527,-0.25741422,-0.18894331,-0.1629637,0.0027286634,-0.16478378,-0.28569368,-0.066178724,-0.20983768,train,183.69908,1
928,-0.19128497,0.045871314,-0.20840569,-0.16030008,-0.051181063,-0.011570077,0.0922606,-0.4444521,-2.151914e-05,-0.024477184,-0.2851079,-0.1140113,-0.2382044,0.031750534,-0.34876293,-0.32696915,-0.2587404,-0.24289921,-0.39987722,-0.10535604,-0.31660545,-0.1284049,-0.3313954,-0.13118005,-0.0902223,-0.18008907,-0.40251127,-0.41701978,-0.46846867,-0.44881666,-0.2107357,-0.27389467,-0.32430118,-0.49923357,-0.27144367,-0.50340384,-0.091938704,-0.16753799,-0.25909886,-0.18728325,-0.15959208,0.00955417,-0.1623795,-0.2819025,-0.06349589,-0.20294228,train,183.89725,1
929,-0.18953387,0.04388999,-0.20688371,-0.15760273,-0.04371624,-0.011133842,0.088362694,-0.4403532,0.0024771169,-0.020788766,-0.28589165,-0.11317952,-0.2399762,0.024998236,-0.34287703,-0.32537162,-0.2601259,-0.24119994,-0.3992181,-0.107771784,-0.3101346,-0.12847786,-0.33183172,-0.13086605,-0.08974446,-0.176884,-0.40379843,-0.41880223,-0.46854234,-0.4473578,-0.20897482,-0.27241743,-0.31802875,-0.50080836,-0.2710265,-0.49981168,-0.08953048,-0.1662646,-0.25799388,-0.18570223,-0.15926862,0.015731253,-0.16086024,-0.27839023,-0.06266482,-0.19779861,train,184.09541,1
930,-0.18742771,0.04882578,-0.20522442,-0.15699072,-0.042371716,-0.01142798,0.09153359,-0.43825212,-0.0059804423,-0.024287751,-0.2905857,-0.11359531,-0.23992369,0.021729846,-0.34080973,-0.32997388,-0.25953048,-0.24331044,-0.40449336,-0.1145795,-0.30702776,-0.1316004,-0.33191425,-0.12680466,-0.087813914,-0.18200257,-0.4089775,-0.4194982,-0.46889073,-0.44255003,-0.21231604,-0.2678619,-0.3220472,-0.4937053,-0.2733314,-0.49792856,-0.09169752,-0.1657098,-0.26549774,-0.18906462,-0.15965654,0.017807849,-0.16173619,-0.28030503,-0.059575014,-0.19463056,train,184.29358,1
931,-0.18562558,0.047784034,-0.21034506,-0.15159403,-0.0407609,-0.009244148,0.09132612,-0.43597937,-0.005377719,-0.018912151,-0.2839176,-0.11355428,-0.23892157,0.020686414,-0.3378359,-0.32599407,-0.26108843,-0.24335772,-0.4070572,-0.11255697,-0.30425352,-0.13118024,-0.33401877,-0.124574184,-0.0892698,-0.18463612,-0.41436654,-0.41463462,-0.46498293,-0.43921688,-0.21137483,-0.270579,-0.31932843,-0.49887812,-0.27279335,-0.49129072,-0.09224768,-0.1627729,-0.26071525,-0.1886419,-0.15335837,0.01920303,-0.1636129,-0.2736607,-0.05358943,-0.19223338,train,184.49174,1
932,-0.18336833,0.047696467,-0.2052353,-0.1539136,-0.03417871,-0.011242058,0.08672276,-0.4383768,-0.0029338198,-0.015960006,-0.28219825,-0.10819257,-0.2388842,0.018092586,-0.33488697,-0.32595998,-0.2638204,-0.24716261,-0.4060666,-0.11570895,-0.30237538,-0.13427968,-0.3375629,-0.13063699,-0.08955619,-0.18612248,-0.41033944,-0.411284,-0.46346182,-0.4386548,-0.21558622,-0.26271626,-0.31875557,-0.4968953,-0.26977798,-0.4880161,-0.09396381,-0.16242883,-0.26053658,-0.1946961,-0.15922491,0.022692047,-0.16029769,-0.273403,-0.056271248,-0.19330832,train,184.68991,1
933,-0.1919521,0.050073374,-0.20879273,-0.15646408,-0.04529296,-0.017201576,0.08571918,-0.4402711,-0.011779357,-0.033044808,-0.280835,-0.1030755,-0.23534274,0.018653693,-0.34072235,-0.3281598,-0.25274423,-0.24984795,-0.40577978,-0.12571293,-0.31295586,-0.13399991,-0.33105755,-0.13114032,-0.09366402,-0.18626337,-0.40966612,-0.41206065,-0.46753597,-0.43352258,-0.22287242,-0.26418677,-0.32323587,-0.49297804,-0.2752134,-0.5012287,-0.093952596,-0.1583904,-0.26039508,-0.19357276,-0.16685763,0.021378137,-0.16350278,-0.27832752,-0.05700364,-0.20666003,train,184.88808,1
934,-0.18111187,0.048548352,-0.20027994,-0.15785123,-0.04077386,-0.011851449,0.07884045,-0.43345666,-0.0032573696,-0.03593227,-0.2736646,-0.10319465,-0.22674139,0.02384997,-0.3319653,-0.32737345,-0.25404423,-0.24314791,-0.4001061,-0.115368366,-0.29952502,-0.14306763,-0.33305836,-0.1290335,-0.08679208,-0.19011179,-0.39729995,-0.407782,-0.46452534,-0.43165258,-0.21557973,-0.2656676,-0.3138233,-0.48876026,-0.27541238,-0.49488753,-0.094118,-0.1650688,-0.25129512,-0.18649665,-0.16177078,0.01994393,-0.15723442,-0.2747162,-0.05832328,-0.19828081,train,185.08624,1
935,-0.18323803,0.045784686,-0.20320016,-0.15897866,-0.0409029,-0.013030309,0.07916264,-0.43501168,-0.0030664243,-0.037824508,-0.2781457,-0.10348538,-0.22648193,0.023412805,-0.33752435,-0.32748157,-0.25678712,-0.24486005,-0.39596006,-0.11405794,-0.29895598,-0.14148019,-0.3344891,-0.12812835,-0.08408381,-0.18580362,-0.399344,-0.41196105,-0.4701252,-0.42947492,-0.21503478,-0.26768953,-0.31603682,-0.48623487,-0.28015715,-0.49535015,-0.09444224,-0.16644537,-0.25020725,-0.17940421,-0.16072544,0.01701153,-0.15650126,-0.27039555,-0.058632977,-0.20262942,train,185.28441,1
936,-0.18333136,0.043238115,-0.1987565,-0.16679253,-0.0412306,-0.014468584,0.07383549,-0.4261411,-0.002446889,-0.04131348,-0.2831949,-0.109314255,-0.223934,0.0207587,-0.3341464,-0.33241683,-0.26008567,-0.24144292,-0.39519733,-0.11322252,-0.29915023,-0.1464224,-0.33273363,-0.13510829,-0.08185358,-0.18432993,-0.39218685,-0.40751904,-0.4735223,-0.42920518,-0.2195364,-0.26251745,-0.31593853,-0.48231646,-0.27919218,-0.49721423,-0.096862026,-0.16673996,-0.25299078,-0.18354338,-0.16541372,0.02266679,-0.15461254,-0.26810092,-0.06416772,-0.19989955,train,185.48257,1
937,-0.17875604,0.040644404,-0.19946583,-0.16631585,-0.04367069,-0.010862283,0.08112241,-0.42893302,-0.0027999869,-0.040091403,-0.2804754,-0.11354332,-0.21235774,0.02842159,-0.3455474,-0.32482976,-0.2664272,-0.23899367,-0.39361882,-0.10788905,-0.3067803,-0.1406402,-0.33438206,-0.14127912,-0.08019078,-0.1829966,-0.39000443,-0.41147494,-0.4736967,-0.4287213,-0.22038858,-0.26721445,-0.3207841,-0.4852922,-0.28343958,-0.50085473,-0.099116206,-0.16788355,-0.24891542,-0.18420902,-0.16773742,0.013796665,-0.15318096,-0.27543494,-0.06361485,-0.20208468,train,185.68074,1
938,-0.18260844,0.036054563,-0.19900857,-0.16835758,-0.035046916,-0.014726277,0.07636674,-0.43303114,-0.00044571795,-0.042724352,-0.28540516,-0.10817233,-0.21961549,0.022384543,-0.34061065,-0.3265567,-0.26830438,-0.24321324,-0.38750443,-0.106640995,-0.30704775,-0.13972093,-0.33052108,-0.14149547,-0.078356266,-0.17660266,-0.3874932,-0.4106415,-0.47756588,-0.42981008,-0.21968962,-0.2709393,-0.32046247,-0.48856893,-0.2858543,-0.49989578,-0.09335494,-0.1703676,-0.24056081,-0.17965591,-0.16942263,0.018470965,-0.14653821,-0.2715459,-0.06640184,-0.2032024,train,185.8789,1
939,-0.1850598,0.03508911,-0.20147166,-0.165555,-0.03531098,-0.014540095,0.075314134,-0.42721316,-0.0027060313,-0.04005205,-0.28313848,-0.10921044,-0.22079389,0.016898721,-0.33508673,-0.32793275,-0.26992908,-0.2417573,-0.3873538,-0.11252923,-0.30575526,-0.14010948,-0.33411616,-0.14269993,-0.08288759,-0.1721999,-0.3907807,-0.4123416,-0.47915548,-0.42864335,-0.223007,-0.26724708,-0.31524208,-0.48966214,-0.28660122,-0.50136054,-0.09616676,-0.16445103,-0.24708202,-0.17926925,-0.17396735,0.022289626,-0.15231116,-0.2721259,-0.06958983,-0.20368677,train,186.07706,1
940,-0.17679784,0.042306516,-0.20481785,-0.15909928,-0.04800152,-0.0029669367,0.084593564,-0.42408314,-0.0035103392,-0.037646618,-0.2728195,-0.11120454,-0.21434943,0.03138069,-0.3426566,-0.32316512,-0.2615043,-0.23659655,-0.39647615,-0.10991633,-0.31196803,-0.13185784,-0.3343225,-0.14279062,-0.095808655,-0.17611669,-0.3949515,-0.41104117,-0.46011877,-0.4337299,-0.21520893,-0.27168673,-0.31680745,-0.48602945,-0.27887604,-0.5066909,-0.09894591,-0.15875885,-0.25258532,-0.17992249,-0.1765655,0.0002616644,-0.1673993,-0.28272045,-0.064567946,-0.202612,train,186.27522,1
941,-0.18052414,0.034979116,-0.1951688,-0.15824103,-0.031848777,-0.007927038,0.07735899,-0.4219555,-0.001663154,-0.036687795,-0.28086287,-0.10690518,-0.21358703,0.025138779,-0.3345153,-0.32544875,-0.26944244,-0.23712213,-0.38065967,-0.111969806,-0.3024085,-0.13775672,-0.33452246,-0.13549484,-0.08099571,-0.17215392,-0.38390043,-0.41455427,-0.47002524,-0.42294538,-0.2169726,-0.26552728,-0.31080195,-0.48623708,-0.2842301,-0.50121975,-0.09954653,-0.1611588,-0.24438114,-0.1747873,-0.17773254,0.010340847,-0.1545428,-0.27969927,-0.066128105,-0.20103306,train,186.47339,1
942,-0.18571594,0.03433376,-0.19443502,-0.16025673,-0.03854134,-0.0075503774,0.080213875,-0.4174389,-0.0019481033,-0.036013268,-0.27944836,-0.11044725,-0.20142095,0.025452837,-0.33766794,-0.33139884,-0.27520895,-0.22423244,-0.38754392,-0.11205678,-0.29588315,-0.1461585,-0.3383867,-0.13140139,-0.072779745,-0.17210552,-0.37545013,-0.41305932,-0.4778844,-0.41596735,-0.22233057,-0.26147184,-0.31081924,-0.4844311,-0.28534186,-0.5028688,-0.1012248,-0.16040972,-0.24669363,-0.17758125,-0.18133122,0.015011363,-0.15627548,-0.286991,-0.070456654,-0.19399509,train,186.67155,1
943,-0.18542385,0.029290233,-0.19395018,-0.16043955,-0.036030225,-0.012612116,0.076217666,-0.4109869,-0.0032413155,-0.037596308,-0.28318328,-0.10934106,-0.20619743,0.01949786,-0.3300939,-0.3320818,-0.28029472,-0.2270878,-0.38392368,-0.11537035,-0.29605627,-0.14711885,-0.3324007,-0.13578115,-0.07723108,-0.16973098,-0.37596598,-0.4111935,-0.48110163,-0.4132794,-0.23050882,-0.25872344,-0.31049645,-0.48558494,-0.29115888,-0.5084698,-0.10656622,-0.15625402,-0.24987473,-0.1780835,-0.1846076,0.021394603,-0.15323034,-0.28874904,-0.07237266,-0.20181602,train,186.86972,1
944,-0.1899787,0.027377669,-0.19403917,-0.16394198,-0.03872434,-0.012964334,0.07420257,-0.41150898,-0.0071805157,-0.042293407,-0.28786144,-0.10872257,-0.20154221,0.017403478,-0.3349441,-0.33530527,-0.28081134,-0.22508125,-0.38788846,-0.11570527,-0.29169035,-0.15140444,-0.3348536,-0.14044455,-0.07670376,-0.16798142,-0.37791958,-0.40941033,-0.4830978,-0.4117585,-0.2350854,-0.25645673,-0.31079593,-0.48233077,-0.2958419,-0.5106902,-0.10629784,-0.15805289,-0.25529018,-0.18453111,-0.18690675,0.021182798,-0.15452772,-0.28662395,-0.07719777,-0.20372549,train,187.06789,1
945,-0.19218268,0.025469456,-0.1922962,-0.16323139,-0.03983718,-0.012413699,0.06871371,-0.40944314,-0.0055717286,-0.053399663,-0.2900029,-0.11088794,-0.20101291,0.02013357,-0.33283034,-0.33627406,-0.28007296,-0.22415298,-0.38615265,-0.11532491,-0.2879185,-0.1561107,-0.33179688,-0.13908681,-0.07539721,-0.16873276,-0.3711512,-0.41005442,-0.48460174,-0.40995455,-0.23261935,-0.25754404,-0.3071602,-0.48212367,-0.29460406,-0.5112461,-0.10736442,-0.16174611,-0.2517248,-0.17845793,-0.19196828,0.022312038,-0.15699644,-0.28454375,-0.07457341,-0.20095417,train,187.26605,1
946,-0.2000218,0.030568313,-0.19373678,-0.1655119,-0.03435362,-0.02196512,0.072297096,-0.413325,-0.012520738,-0.05206264,-0.29515862,-0.106356576,-0.20802686,0.0073368736,-0.33109146,-0.3482458,-0.2865943,-0.22804023,-0.3862336,-0.122190125,-0.29116553,-0.15674758,-0.3370873,-0.13883758,-0.078682855,-0.16439319,-0.37471974,-0.41216955,-0.49629486,-0.40949053,-0.24292323,-0.25765625,-0.31288618,-0.4866616,-0.3022901,-0.51615167,-0.107645094,-0.1596672,-0.26213396,-0.18162337,-0.19852507,0.029984824,-0.15545055,-0.28960767,-0.0838054,-0.2021299,train,187.46422,1
947,-0.1988503,0.024638247,-0.20131634,-0.15933159,-0.044844918,-0.02148277,0.071034536,-0.40913188,-0.018927533,-0.057594046,-0.29135555,-0.10911287,-0.20245819,0.010803189,-0.33071664,-0.35093713,-0.2859634,-0.22662807,-0.39323524,-0.12516989,-0.28914663,-0.15672772,-0.33580157,-0.13570236,-0.077457234,-0.16980937,-0.37479007,-0.407304,-0.49878144,-0.4051945,-0.24506971,-0.2574218,-0.31332314,-0.48184228,-0.30531275,-0.52213764,-0.11258124,-0.15665019,-0.2684007,-0.18667592,-0.19820234,0.026347317,-0.15830398,-0.29076627,-0.08438717,-0.20723632,train,187.66238,1
948,-0.20100881,0.02778801,-0.20381288,-0.15981844,-0.043175712,-0.025332104,0.07123792,-0.40804583,-0.01722711,-0.058684137,-0.29077965,-0.10620586,-0.20274948,0.005494045,-0.3260594,-0.35077536,-0.29124835,-0.22615401,-0.390243,-0.11755787,-0.28465533,-0.16151063,-0.33534467,-0.13571957,-0.08456293,-0.1720882,-0.37890163,-0.4040853,-0.5035809,-0.40001556,-0.24596927,-0.259656,-0.31522563,-0.4869224,-0.3100968,-0.52088964,-0.11188031,-0.15415922,-0.26551253,-0.18284033,-0.19979122,0.03363674,-0.16056746,-0.2839313,-0.084200814,-0.20522086,train,187.86055,1
949,-0.20811553,0.033210132,-0.19828965,-0.17097783,-0.042991955,-0.029949974,0.07255824,-0.4137134,-0.023425074,-0.07066508,-0.30020905,-0.10664752,-0.20733233,0.004095791,-0.3352974,-0.35821778,-0.2908047,-0.23087549,-0.3934299,-0.124903545,-0.29118508,-0.16551092,-0.3374533,-0.14260978,-0.08494279,-0.16929483,-0.38424146,-0.40696836,-0.5037284,-0.40424654,-0.25259253,-0.2597194,-0.31985924,-0.4854893,-0.31136146,-0.5252459,-0.11315042,-0.15906282,-0.2691092,-0.18400985,-0.20149837,0.033941053,-0.16327962,-0.28641108,-0.08445892,-0.21065614,train,188.05872,1
