,AIBL,AIBR,ALA,ALNL,AS10,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA7,DA9,DB7,DVA,DVB,DVC,PDA,PHAL,PHAR,PLML,PVNL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SABD,SABVL,SABVR,SIADL,SIADR,SIAVL,SIAVR,SMDVL,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB11,VD13,train_test_label,time_in_seconds,tau
1017,-0.27304885,0.2258419,-0.17876036,-0.1166366,-0.29225248,-0.076339185,-0.11563278,-0.00962121,0.1575093,-0.5242827,-0.41697764,-0.15798652,-0.21519439,-0.51289463,-0.06079731,-0.28284624,-0.17547292,-0.045539256,-0.62544453,-0.24815047,-0.2549943,-0.36874315,0.088228986,-0.1276976,-0.27145454,-0.18543306,0.050691303,-0.47357148,-0.11271116,-0.33183673,-0.043921158,-0.16772954,-0.2267685,-0.12531632,-0.50423694,-0.61728746,-0.52872145,0.062109683,0.022387136,-0.12800112,-0.23411426,-0.42038795,-0.40933377,-0.4010604,-0.39453498,-0.020791888,-0.11394152,-0.28856388,-0.08322369,-0.2744379,-0.07030918,-0.30999476,-0.44373208,-0.26008123,train,292.97412,1
1018,-0.28002194,0.22373836,-0.17836975,-0.105603255,-0.28836438,-0.0730141,-0.12257342,-0.010357808,0.14852633,-0.5228896,-0.42575842,-0.15577504,-0.22895443,-0.52104974,-0.055397168,-0.29128686,-0.18767144,-0.051199753,-0.63857067,-0.25285867,-0.26255745,-0.37477064,0.088895366,-0.14002794,-0.2692156,-0.1950483,0.048923545,-0.47627652,-0.11470862,-0.33780673,-0.0460159,-0.17307082,-0.22743157,-0.11968335,-0.5150295,-0.62744445,-0.5319553,0.05564741,0.024503823,-0.12564147,-0.2278628,-0.42435953,-0.41373095,-0.40280432,-0.39794418,-0.02158267,-0.110091165,-0.2921448,-0.07679037,-0.2819258,-0.07620967,-0.32528925,-0.44869432,-0.27548963,train,293.2622,1
1019,-0.27745327,0.21217678,-0.17670687,-0.10914551,-0.292836,-0.07504146,-0.1231161,-0.008178044,0.14783765,-0.5195339,-0.42764115,-0.16395599,-0.22751908,-0.5192181,-0.054968935,-0.29177043,-0.19562064,-0.050789606,-0.63504803,-0.2560613,-0.26160213,-0.37660033,0.08797766,-0.14303875,-0.26980934,-0.2015116,0.055283178,-0.4900185,-0.112402774,-0.3416814,-0.05117944,-0.17164463,-0.22526258,-0.11772449,-0.5244093,-0.62777114,-0.524381,0.055655614,0.021504786,-0.123654634,-0.23537943,-0.42849588,-0.41621178,-0.40084684,-0.4090787,-0.024755783,-0.10690649,-0.29716346,-0.077335924,-0.27451617,-0.07294032,-0.32160205,-0.44106296,-0.2821717,train,293.5503,1
1020,-0.2765315,0.2203658,-0.17585835,-0.116775125,-0.28351432,-0.067867555,-0.13429955,-0.014098916,0.14680539,-0.5247137,-0.43594605,-0.16311261,-0.23137984,-0.52861774,-0.05961636,-0.30314127,-0.19624054,-0.059034448,-0.63508344,-0.2630754,-0.2639771,-0.3801626,0.086150646,-0.14769495,-0.26981676,-0.20549995,0.05755192,-0.48203737,-0.11648967,-0.3408016,-0.06346046,-0.17947906,-0.2342073,-0.12130375,-0.52717197,-0.63726044,-0.53144026,0.053493775,0.013852242,-0.11635074,-0.23812687,-0.43337262,-0.4149713,-0.40623364,-0.41315228,-0.023249596,-0.11454919,-0.30472586,-0.07795937,-0.28139186,-0.06951751,-0.32982838,-0.44196934,-0.28672296,train,293.83835,1
1021,-0.26911414,0.21831734,-0.16716258,-0.11899063,-0.28552383,-0.062024422,-0.13768014,-0.014040116,0.1376407,-0.52597344,-0.4363764,-0.16547659,-0.23718262,-0.53071845,-0.059946623,-0.30309427,-0.19718052,-0.05494943,-0.62743884,-0.26504037,-0.2635769,-0.3845377,0.078243285,-0.14994006,-0.26645625,-0.20667997,0.050620332,-0.4843518,-0.11875292,-0.33885482,-0.06911598,-0.17428721,-0.23484103,-0.12560853,-0.52432007,-0.63942873,-0.5220488,0.049187016,0.015295509,-0.11420488,-0.2401708,-0.43532124,-0.41024828,-0.40429908,-0.41170433,-0.024540387,-0.115647316,-0.3039054,-0.07923244,-0.2831504,-0.06915656,-0.32706678,-0.4395894,-0.28914106,train,294.12643,1
1022,-0.26170194,0.2209913,-0.16473913,-0.11540841,-0.2793484,-0.05883809,-0.14525522,-0.015792046,0.1334461,-0.5276204,-0.43579358,-0.15939882,-0.23144479,-0.52655673,-0.06166498,-0.29700255,-0.19309689,-0.058580715,-0.6198285,-0.26729703,-0.26299784,-0.38753527,0.08031735,-0.14303243,-0.26581934,-0.20972036,0.053992182,-0.47122228,-0.122769386,-0.34262484,-0.06956052,-0.17527619,-0.2349975,-0.1315533,-0.521623,-0.6426627,-0.5303714,0.046100862,0.014138129,-0.113565475,-0.23271105,-0.4380102,-0.40919766,-0.4084273,-0.4124581,-0.027545199,-0.107428946,-0.3064936,-0.08348702,-0.2871605,-0.07285546,-0.3277626,-0.43126664,-0.28631952,train,294.41452,1
1023,-0.25897422,0.22824179,-0.16104949,-0.11544221,-0.26401275,-0.053684346,-0.14305553,-0.017213669,0.13736501,-0.52599263,-0.43488437,-0.14934444,-0.22972295,-0.5233383,-0.065953076,-0.30167633,-0.19375218,-0.059079934,-0.61799085,-0.2676874,-0.25083855,-0.3858508,0.077929385,-0.13132128,-0.26952937,-0.20998426,0.0645682,-0.4639066,-0.122543745,-0.3451664,-0.07869938,-0.1827903,-0.2294916,-0.13926338,-0.5180073,-0.6452813,-0.52974236,0.04342411,0.01439115,-0.11657506,-0.23892695,-0.4250272,-0.417524,-0.41233584,-0.40449095,-0.017313339,-0.10528438,-0.3037223,-0.07659132,-0.2902359,-0.07349354,-0.33184463,-0.4388039,-0.2731713,train,294.70258,1
1024,-0.25801063,0.2338276,-0.16022886,-0.10917687,-0.25544992,-0.049990825,-0.14165029,-0.023600597,0.13507178,-0.53351563,-0.43497962,-0.14453533,-0.22509068,-0.51680195,-0.058120366,-0.30448768,-0.19213735,-0.06743877,-0.61633873,-0.2689472,-0.25315556,-0.38406277,0.078970745,-0.12712546,-0.27550995,-0.21113722,0.06397316,-0.45755666,-0.12418101,-0.34804705,-0.07678722,-0.1863946,-0.22855678,-0.14137658,-0.5287911,-0.6454938,-0.5359853,0.043308605,0.011546109,-0.12329691,-0.23246503,-0.41740778,-0.42804694,-0.41366634,-0.40114838,-0.015675433,-0.10025318,-0.2999601,-0.07703375,-0.29175514,-0.07571908,-0.3332131,-0.43712947,-0.27077165,train,294.99066,1
1025,-0.2512798,0.23806052,-0.15535037,-0.12288546,-0.24476877,-0.044841368,-0.14525682,-0.015352529,0.13540903,-0.5278177,-0.4309178,-0.13961005,-0.2185401,-0.5097573,-0.056446698,-0.29196203,-0.18463282,-0.07028407,-0.6099161,-0.27284354,-0.2420379,-0.37861562,0.07670289,-0.11676808,-0.27605173,-0.21372592,0.06699137,-0.44979262,-0.13351402,-0.35636112,-0.08082107,-0.18209036,-0.22248308,-0.14578316,-0.52411026,-0.6453153,-0.53154343,0.05559252,0.010362845,-0.12590274,-0.22792247,-0.412643,-0.4305738,-0.41072795,-0.39958254,-0.0060622618,-0.1090263,-0.2881788,-0.071732506,-0.28987908,-0.0739872,-0.32838959,-0.43831083,-0.25319582,train,295.27875,1
1026,-0.24866687,0.22529484,-0.16324764,-0.11742924,-0.24350394,-0.047671363,-0.14654647,-0.025249477,0.12555528,-0.5313598,-0.4321146,-0.14424944,-0.21022803,-0.5053967,-0.059517063,-0.2979137,-0.18150164,-0.0760421,-0.6051724,-0.27840298,-0.2446774,-0.38379043,0.06988947,-0.1201708,-0.28538755,-0.21449575,0.05968747,-0.45354998,-0.13071835,-0.35461074,-0.080233835,-0.18073133,-0.21575622,-0.14450416,-0.53057706,-0.64584196,-0.53429055,0.04981874,0.01143932,-0.13912223,-0.23129237,-0.41143212,-0.42775005,-0.4061161,-0.405395,-0.010106027,-0.09962538,-0.28512576,-0.072230816,-0.28653443,-0.06718739,-0.32021582,-0.42421907,-0.26015574,train,295.5668,1
1027,-0.25060725,0.22388728,-0.15978394,-0.12554452,-0.24797891,-0.04325528,-0.1614676,-0.030317482,0.116741434,-0.5381806,-0.4392944,-0.14308608,-0.22518593,-0.5075024,-0.052541062,-0.29762143,-0.18198581,-0.07489079,-0.6115282,-0.27453184,-0.24638706,-0.39311513,0.065684885,-0.13081174,-0.285224,-0.21824,0.05156912,-0.4559785,-0.13825634,-0.36129498,-0.084180035,-0.18021776,-0.22274716,-0.14538401,-0.52671486,-0.6544751,-0.53688747,0.04575408,0.015328292,-0.13959767,-0.23142418,-0.42127648,-0.43288687,-0.41028047,-0.41448936,-0.008534268,-0.10479012,-0.2865021,-0.07491269,-0.28793257,-0.0689354,-0.31978977,-0.41938064,-0.26099974,train,295.8549,1
1028,-0.25122756,0.22346275,-0.15615378,-0.12722234,-0.24623014,-0.045972906,-0.16221723,-0.024691503,0.11336739,-0.5337807,-0.43716723,-0.1436558,-0.22640476,-0.5135447,-0.057312187,-0.29507366,-0.18580665,-0.073911086,-0.6106087,-0.27933797,-0.24079946,-0.3908983,0.063775,-0.13014814,-0.2792254,-0.22309297,0.057729732,-0.45646656,-0.13881144,-0.36163083,-0.090720594,-0.18402052,-0.22991121,-0.1401939,-0.5264307,-0.65927994,-0.5289449,0.044842318,0.016295832,-0.13118498,-0.23561609,-0.43069324,-0.43019462,-0.41279608,-0.41348332,-0.016751342,-0.10818371,-0.28865752,-0.07081902,-0.29120037,-0.07577939,-0.32803047,-0.4230348,-0.26825872,train,296.14297,1
1029,-0.24737005,0.22687934,-0.14925604,-0.1323645,-0.24913737,-0.039064787,-0.1614792,-0.026681077,0.116145834,-0.541662,-0.43464026,-0.14147529,-0.22562516,-0.5163622,-0.05460929,-0.29672703,-0.18639968,-0.07414107,-0.6076965,-0.2824842,-0.2438387,-0.38834304,0.06200424,-0.12847427,-0.27734503,-0.2238044,0.05483639,-0.45246238,-0.14062184,-0.3673319,-0.09089672,-0.18005753,-0.23518805,-0.14119773,-0.5271145,-0.6637228,-0.53649825,0.0460474,0.012727339,-0.12650727,-0.23696437,-0.43264437,-0.43096837,-0.41424146,-0.41577825,-0.017231658,-0.10877549,-0.29038447,-0.07216458,-0.28649688,-0.07599658,-0.32746518,-0.42522156,-0.26816732,train,296.43106,1
1030,-0.24665688,0.22296609,-0.141599,-0.13480611,-0.2455268,-0.041819062,-0.15816434,-0.020903517,0.11600895,-0.5313234,-0.4330467,-0.13957039,-0.2169518,-0.51513493,-0.06215485,-0.2875521,-0.18377487,-0.07152784,-0.59498245,-0.28471932,-0.23260918,-0.38369805,0.057680435,-0.12461516,-0.27104616,-0.22325405,0.05770205,-0.45232677,-0.142851,-0.36826548,-0.0942557,-0.1734033,-0.22837989,-0.1413997,-0.51897764,-0.66643673,-0.5297056,0.051615003,0.017524209,-0.12642229,-0.23620817,-0.43700555,-0.42256144,-0.41686305,-0.41554958,-0.020405173,-0.10350628,-0.2945885,-0.071813315,-0.28669202,-0.07358639,-0.3218366,-0.42747793,-0.2631782,train,296.71912,1
1031,-0.24976942,0.2259057,-0.1449598,-0.12850983,-0.23716363,-0.037315667,-0.15275317,-0.019380752,0.11509374,-0.5314189,-0.42844528,-0.13457242,-0.21955709,-0.5094942,-0.050101183,-0.2896272,-0.18650755,-0.08485207,-0.59774464,-0.28004023,-0.23479085,-0.37982744,0.06567207,-0.116664365,-0.26433277,-0.22463614,0.060048044,-0.4505586,-0.13700712,-0.36795682,-0.08225865,-0.1751149,-0.2335895,-0.13625199,-0.52233946,-0.655333,-0.53306055,0.05667596,0.013960835,-0.122511625,-0.23015851,-0.4300371,-0.43230677,-0.41252533,-0.41052726,-0.014566921,-0.10883812,-0.28586212,-0.06589247,-0.28962326,-0.075774275,-0.3205822,-0.4335652,-0.2610795,train,297.0072,1
1032,-0.25513795,0.21863385,-0.14438169,-0.14031476,-0.24204761,-0.04186011,-0.15316236,-0.018641677,0.11429979,-0.53315043,-0.43486834,-0.13912559,-0.21632767,-0.5032741,-0.04674597,-0.27821255,-0.17827342,-0.0809256,-0.5898669,-0.28594193,-0.22692287,-0.38204604,0.059883714,-0.116692424,-0.26172727,-0.22608063,0.0558665,-0.45845318,-0.13863082,-0.37413096,-0.08313994,-0.16560148,-0.22573574,-0.13428754,-0.51872826,-0.65340596,-0.528974,0.06969239,0.018270615,-0.13161556,-0.2293455,-0.43821296,-0.42580187,-0.41532403,-0.41832,-0.014151618,-0.114601105,-0.28621948,-0.07026324,-0.28815004,-0.06638289,-0.31020373,-0.42923185,-0.26198184,train,297.2953,1
1033,-0.25437814,0.21655537,-0.14497885,-0.14454156,-0.23570964,-0.04399658,-0.1537482,-0.023073252,0.111823335,-0.53048944,-0.43445048,-0.13419849,-0.21790168,-0.50462794,-0.06248247,-0.28418934,-0.18157846,-0.08337368,-0.58782214,-0.28659716,-0.2259902,-0.38539094,0.055781715,-0.111779734,-0.2600709,-0.22657037,0.06169021,-0.46065754,-0.13165544,-0.36908117,-0.087049074,-0.16672386,-0.22838728,-0.13264269,-0.51088107,-0.647759,-0.53277177,0.05696604,0.011402074,-0.12817067,-0.23904535,-0.4279184,-0.42457533,-0.41610026,-0.4099714,-0.0062277913,-0.107720084,-0.2838977,-0.06653381,-0.2890888,-0.06666914,-0.3128932,-0.4344849,-0.25805214,train,297.58334,1
1034,-0.24515837,0.21767227,-0.13772899,-0.14151792,-0.23080076,-0.03862132,-0.15590632,-0.020881053,0.11069548,-0.52698207,-0.42958617,-0.13038442,-0.21235517,-0.5047008,-0.06053282,-0.28417802,-0.1820217,-0.080844864,-0.581425,-0.29175985,-0.22492495,-0.3817142,0.06031324,-0.10815963,-0.2601748,-0.22813958,0.061835803,-0.4557644,-0.13254474,-0.3686692,-0.09033329,-0.16481926,-0.22574887,-0.13554007,-0.51575947,-0.6464374,-0.5313437,0.057958428,0.009662826,-0.12814215,-0.23127788,-0.42320335,-0.42537656,-0.40969357,-0.4036905,-0.00824023,-0.108344585,-0.27987382,-0.068672955,-0.2842158,-0.07093353,-0.31691676,-0.4319388,-0.2593673,train,297.87143,1
1035,-0.24910581,0.2156402,-0.14591669,-0.14132163,-0.2275832,-0.04012681,-0.15528403,-0.026259277,0.111773714,-0.523332,-0.42773607,-0.12410499,-0.20005587,-0.5026162,-0.06886775,-0.2854117,-0.17758584,-0.08433361,-0.5803479,-0.2948321,-0.22639546,-0.38207483,0.061918005,-0.10327488,-0.25488362,-0.2305184,0.06794808,-0.45092654,-0.13852628,-0.36539537,-0.09717209,-0.1708245,-0.23166355,-0.13188611,-0.50842893,-0.64993185,-0.5369034,0.058226507,0.006991137,-0.12884137,-0.23794314,-0.4237659,-0.42433313,-0.4188677,-0.40040746,-0.0076333135,-0.10178476,-0.27620843,-0.06875766,-0.28812832,-0.06260291,-0.31572795,-0.4291611,-0.25289515,train,298.15952,1
1036,-0.2446658,0.21237136,-0.14077264,-0.14161877,-0.22767782,-0.035493743,-0.15156104,-0.021938045,0.10703486,-0.5160983,-0.42371398,-0.12552592,-0.19548637,-0.4983264,-0.06610538,-0.27690694,-0.1746845,-0.08307773,-0.56839556,-0.29791403,-0.21997088,-0.37824166,0.05956422,-0.10358983,-0.25109142,-0.23458964,0.06486847,-0.44815844,-0.14594176,-0.37200326,-0.09671259,-0.16189207,-0.22786796,-0.13084954,-0.5057724,-0.65602607,-0.53191763,0.0668821,0.011365909,-0.13098004,-0.23451045,-0.42926696,-0.4217142,-0.41656393,-0.40327936,-0.011956438,-0.100974515,-0.2785612,-0.066347696,-0.28364128,-0.056598343,-0.31009924,-0.42742366,-0.24882916,train,298.44757,1
1037,-0.2424806,0.2191794,-0.13768741,-0.13825281,-0.22865808,-0.03302674,-0.14409645,-0.02018034,0.113763526,-0.5209345,-0.41677153,-0.12270289,-0.19672756,-0.499162,-0.06653705,-0.27483115,-0.17317191,-0.07483406,-0.57034004,-0.28964943,-0.22387843,-0.37965202,0.059550285,-0.10495444,-0.25227642,-0.23410249,0.06882303,-0.44209927,-0.14432329,-0.37503418,-0.09509086,-0.15619572,-0.23106168,-0.1367486,-0.5016091,-0.659486,-0.53370273,0.0688224,0.008391265,-0.13262416,-0.24167153,-0.4230125,-0.4269544,-0.41796795,-0.3991877,-0.00636971,-0.10410532,-0.2792232,-0.06447688,-0.28303313,-0.059561394,-0.30737156,-0.4277085,-0.24165672,train,298.73566,1
1038,-0.24510616,0.222483,-0.13298804,-0.13456942,-0.22674845,-0.029424174,-0.13952667,-0.013334092,0.112264216,-0.517305,-0.41289002,-0.11663788,-0.19836943,-0.49584693,-0.058027547,-0.2646125,-0.17273012,-0.06935722,-0.5650523,-0.2866155,-0.22346094,-0.37528026,0.06282381,-0.10097394,-0.24880512,-0.23816614,0.0673114,-0.4418639,-0.14352722,-0.3762139,-0.08852096,-0.14563197,-0.22035334,-0.13509904,-0.49864253,-0.65612584,-0.5261513,0.079221435,0.011588026,-0.13609709,-0.23115036,-0.4193021,-0.42802727,-0.41481867,-0.39644614,0.0021950677,-0.11031519,-0.26879764,-0.05744706,-0.28306228,-0.06349687,-0.30618927,-0.43400127,-0.23952219,train,299.02374,1
1039,-0.24119355,0.2246439,-0.12705016,-0.13264456,-0.21908553,-0.028027924,-0.13231216,-0.0011278801,0.10904215,-0.5033057,-0.4092798,-0.117450595,-0.19189319,-0.483016,-0.05906275,-0.24351078,-0.1696997,-0.06384453,-0.548956,-0.286488,-0.21139821,-0.36618537,0.066973716,-0.09128548,-0.24399307,-0.23346807,0.06460602,-0.43508595,-0.14814965,-0.37929115,-0.081058264,-0.13578981,-0.21398781,-0.13244574,-0.48906028,-0.6530365,-0.5155819,0.09151644,0.0149834715,-0.13193941,-0.22279054,-0.41623875,-0.42351106,-0.40438846,-0.39133552,-0.0017201006,-0.111415505,-0.2586573,-0.050689466,-0.28179199,-0.06434604,-0.29922867,-0.43298,-0.23337245,train,299.31183,1
1040,-0.24291678,0.22410388,-0.12403026,-0.1310812,-0.20477632,-0.032147557,-0.12694667,0.0032083504,0.10206084,-0.4987011,-0.4073639,-0.11549327,-0.19033247,-0.47289047,-0.054651503,-0.23196241,-0.16807118,-0.067041785,-0.5379067,-0.275165,-0.20905349,-0.36310714,0.0671684,-0.08712625,-0.23756884,-0.23059215,0.06617876,-0.4279642,-0.14515716,-0.37750885,-0.07576649,-0.13350435,-0.21385853,-0.12513615,-0.48533338,-0.64499575,-0.50835526,0.09712548,0.011573847,-0.124792606,-0.21838015,-0.41297087,-0.42146692,-0.3910826,-0.3918281,0.0018121079,-0.114578485,-0.25156048,-0.048407458,-0.2832765,-0.068265945,-0.29412404,-0.42372617,-0.231078,train,299.59988,1
1041,-0.24195474,0.23240341,-0.12309295,-0.13796549,-0.19770135,-0.03117444,-0.12654532,0.0012090243,0.10488421,-0.504279,-0.4049914,-0.10839437,-0.18335256,-0.46474382,-0.055167858,-0.22897393,-0.160306,-0.06878844,-0.52876925,-0.2724246,-0.20305488,-0.3591727,0.06688726,-0.07451803,-0.24318424,-0.22298986,0.06438214,-0.4178195,-0.14836685,-0.37792754,-0.076200336,-0.13145347,-0.20914026,-0.13000649,-0.48632362,-0.6437466,-0.5060977,0.10062677,0.005044993,-0.1293482,-0.21333183,-0.40382972,-0.421914,-0.39054525,-0.38392016,0.007144846,-0.119131714,-0.24079429,-0.04599178,-0.2767597,-0.06751291,-0.2947076,-0.41981956,-0.22458655,train,299.88797,1
1042,-0.23406754,0.24065633,-0.10814124,-0.13875496,-0.1921385,-0.02654149,-0.11471072,0.0057111643,0.11207619,-0.49988186,-0.3965714,-0.10786965,-0.18102701,-0.46681806,-0.055451494,-0.22357315,-0.16229725,-0.06731859,-0.5246673,-0.2803525,-0.19454807,-0.35749766,0.06266622,-0.07613483,-0.23779693,-0.219111,0.06933919,-0.40709636,-0.15544844,-0.380378,-0.07920909,-0.12630312,-0.21494985,-0.13922554,-0.47678474,-0.63848853,-0.50492126,0.10242683,0.0010180958,-0.12513304,-0.22117573,-0.39741075,-0.41490698,-0.3824702,-0.37143412,0.0076252744,-0.11804657,-0.24343228,-0.048565388,-0.27874482,-0.065280825,-0.29753244,-0.42754313,-0.21210808,train,300.17606,1
1043,-0.23666245,0.24464284,-0.09957711,-0.14376028,-0.19091326,-0.028143529,-0.110032186,0.010930758,0.107166946,-0.49987796,-0.39964944,-0.11107321,-0.1822646,-0.47308126,-0.051590547,-0.22099797,-0.16235156,-0.07083267,-0.52277684,-0.2717885,-0.20102344,-0.3571301,0.062099114,-0.084311344,-0.23013428,-0.22247826,0.062821075,-0.40602452,-0.15815099,-0.37812117,-0.07605109,-0.12151487,-0.21418391,-0.1340488,-0.4827404,-0.63466215,-0.49526554,0.10295713,0.0005900152,-0.12706268,-0.21482247,-0.40330487,-0.40633753,-0.38186237,-0.36890483,0.0075611398,-0.119921714,-0.24826203,-0.04508664,-0.27825207,-0.06682739,-0.30114675,-0.42340922,-0.21142837,train,300.4641,1
1044,-0.2445036,0.25276718,-0.09183051,-0.15796031,-0.18144748,-0.025995288,-0.11587008,0.014203794,0.10434586,-0.4942445,-0.40346253,-0.10435902,-0.18341713,-0.47668692,-0.060011614,-0.217783,-0.16306472,-0.07188277,-0.5103578,-0.27013472,-0.19518654,-0.34429067,0.06072796,-0.08216296,-0.21673667,-0.21871182,0.05586902,-0.39634544,-0.16872324,-0.37233865,-0.08870749,-0.12053305,-0.22383773,-0.13159323,-0.47337812,-0.6334432,-0.48358375,0.10489937,-0.0022690445,-0.11635497,-0.21349066,-0.40989006,-0.39920953,-0.38781276,-0.36013064,0.0046673194,-0.13811688,-0.24198477,-0.04114211,-0.2832232,-0.06709246,-0.30236098,-0.42332017,-0.20679894,train,300.7522,1
1045,-0.24682881,0.25031286,-0.082732245,-0.15835826,-0.18470803,-0.030758224,-0.122037806,0.016747572,0.09979084,-0.4919053,-0.41252536,-0.1108528,-0.19320443,-0.47372854,-0.050162002,-0.20793769,-0.16780357,-0.06507689,-0.5039804,-0.2701639,-0.20096782,-0.34400177,0.063317604,-0.08731133,-0.21229184,-0.22090334,0.043105304,-0.39148104,-0.17939138,-0.37325558,-0.09002587,-0.11264451,-0.22681043,-0.12934995,-0.48283562,-0.6292541,-0.47637618,0.10363449,-0.0023057088,-0.10762532,-0.20086849,-0.418254,-0.39033926,-0.39066893,-0.36331174,-0.009984389,-0.14375389,-0.24826562,-0.04727075,-0.28264087,-0.065809496,-0.30634695,-0.40405816,-0.22264186,train,301.04028,1
1046,-0.24962933,0.25007343,-0.075356565,-0.16242872,-0.18096851,-0.037237704,-0.12264648,0.018567909,0.10095504,-0.48593035,-0.41336143,-0.10525745,-0.20662281,-0.4797524,-0.055460546,-0.20961045,-0.18552877,-0.06332195,-0.5139876,-0.2697635,-0.2143955,-0.34600395,0.0647631,-0.09374352,-0.20468909,-0.2269387,0.04669094,-0.38017184,-0.1913228,-0.37086344,-0.1025123,-0.11891471,-0.23905845,-0.13059807,-0.48418114,-0.6188389,-0.47490007,0.08454196,-0.013325024,-0.09668538,-0.21041349,-0.41445443,-0.38141602,-0.39393035,-0.35266206,-0.015508793,-0.14368851,-0.25140283,-0.04727668,-0.28768274,-0.07072185,-0.32442766,-0.39757967,-0.22649808,train,301.32837,1
1047,-0.2495443,0.25064674,-0.061119802,-0.16438806,-0.16418007,-0.035552554,-0.11842779,0.024536232,0.09772593,-0.4683421,-0.4164973,-0.1100959,-0.20303005,-0.48248073,-0.060149685,-0.20573406,-0.19502316,-0.06358221,-0.49817806,-0.27869037,-0.21511252,-0.3343284,0.064529926,-0.09697297,-0.19389828,-0.23192772,0.043587476,-0.35885122,-0.20180586,-0.36643067,-0.11459987,-0.11975539,-0.24081157,-0.13290058,-0.48680383,-0.60811675,-0.46881294,0.08029944,-0.02366437,-0.08536427,-0.19768527,-0.41448584,-0.35654116,-0.38680667,-0.34003797,-0.0353166,-0.14427847,-0.26127976,-0.052381165,-0.2977615,-0.06640807,-0.33972847,-0.38559023,-0.24009979,train,301.61642,1
1048,-0.25653133,0.24659826,-0.058500446,-0.17070414,-0.14993595,-0.037546076,-0.12404744,0.02098726,0.09196819,-0.46354207,-0.42205673,-0.113212705,-0.20601597,-0.47697812,-0.059189986,-0.20739289,-0.206172,-0.0708233,-0.48972178,-0.28154767,-0.21633324,-0.332509,0.059877444,-0.09717968,-0.18539968,-0.23382197,0.034570687,-0.33964115,-0.21354732,-0.35608417,-0.12897404,-0.12161954,-0.24932574,-0.13518912,-0.48677614,-0.5964676,-0.46091014,0.07384838,-0.03091974,-0.07636181,-0.19382346,-0.40984643,-0.34264976,-0.38926172,-0.33340085,-0.04574296,-0.15489277,-0.2636026,-0.055916894,-0.3085039,-0.055140175,-0.34720492,-0.3674954,-0.2457816,train,301.9045,1
1049,-0.25687528,0.23712145,-0.04500784,-0.17064655,-0.13954736,-0.027487962,-0.12485367,0.023872115,0.08329776,-0.45828947,-0.42181113,-0.108059205,-0.20975126,-0.47028056,-0.048369743,-0.20157197,-0.20952761,-0.07103829,-0.4829101,-0.28531307,-0.21225847,-0.3226441,0.05497177,-0.09183458,-0.17937209,-0.23786211,0.02210385,-0.31242305,-0.2228821,-0.35383487,-0.14157929,-0.116181016,-0.2480753,-0.14421959,-0.48157325,-0.577518,-0.45535994,0.0705384,-0.03134013,-0.079250716,-0.17815234,-0.3981527,-0.3304289,-0.3749973,-0.32350996,-0.056617156,-0.16505396,-0.25981584,-0.06509726,-0.32116175,-0.050199784,-0.3466038,-0.35491037,-0.24698535,train,302.1926,1
1050,-0.26101798,0.23051743,-0.039436653,-0.1663428,-0.11744526,-0.02556167,-0.11945545,0.030384772,0.074122936,-0.45080546,-0.42421705,-0.11324959,-0.20344308,-0.4637269,-0.04019428,-0.19784488,-0.21111454,-0.082550064,-0.47035754,-0.28472865,-0.20464213,-0.3184073,0.040015493,-0.09599965,-0.17687207,-0.2339175,0.018793026,-0.2906371,-0.22203144,-0.35226768,-0.14434241,-0.11473712,-0.24544512,-0.14674866,-0.48197624,-0.57087874,-0.45181197,0.07195856,-0.03468498,-0.07320433,-0.16334918,-0.3913174,-0.31433457,-0.35766587,-0.31926313,-0.06295724,-0.16956475,-0.26570055,-0.06830107,-0.33185112,-0.048362985,-0.3521495,-0.33991727,-0.25266606,train,302.48065,1
1051,-0.26646012,0.22087882,-0.038445063,-0.17368887,-0.112394005,-0.031450413,-0.1215813,0.019334022,0.06918661,-0.451305,-0.4281506,-0.117302164,-0.21454377,-0.47400382,-0.048307814,-0.21218166,-0.2163376,-0.08657664,-0.47689748,-0.2841659,-0.20706776,-0.32645154,0.028989114,-0.10407049,-0.18192202,-0.23783538,0.022215832,-0.28580981,-0.2178764,-0.33706936,-0.16556129,-0.12250318,-0.2550762,-0.1558352,-0.47537348,-0.5558727,-0.4560672,0.048529994,-0.04718218,-0.0748765,-0.1743716,-0.38879764,-0.3009035,-0.35704955,-0.31438842,-0.06391747,-0.16903548,-0.28136456,-0.081463866,-0.3430148,-0.041192405,-0.35765225,-0.33642596,-0.25995892,train,302.76874,1
